Index,Value
0,0.02121874575431406
1,0.044167532723262584
2,0.05825502960896073
3,0.04345855175191595
4,0.025427406868836412
5,0.03010521774542591
6,0.08475407213514466
7,0.04828626996609543
8,0.14069274478258284
9,0.13721713873769126
10,0.05755150670506074
11,0.043866414570152175
12,0.08856165346746554
13,0.09159614028414159
14,0.024050015694573608
15,0.11527154639481361
16,0.04645608214227329
17,0.03784965967335411
18,0.017889369011432784
19,0.12784541616691877
20,0.020412357536953096
21,0.02007723332964903
22,0.01709843044640271
23,0.05130906537058233
24,0.026827227029537867
25,0.04501702594538473
26,0.036807254920210884
27,0.041860845806852745
28,0.03443847501499013
29,0.02868628168793516
30,0.05092097437176729
31,0.08042317659858328
32,0.02118283061612579
33,0.11130270855261708
34,0.02811224514584365
35,0.04529833837491243
36,0.02857361715042273
37,0.02597903130622662
38,0.019170681307583152
39,0.07308251169439509
40,0.06353978666294427
41,0.10417790378540857
42,0.02089084893540435
43,0.11457914529382147
44,0.034962813003492806
45,0.0523859143012174
46,0.0744871117475313
47,0.017207953496008756
48,0.015933591827558973
49,0.013307271188211251
50,0.044704191721764375
51,0.039303347645690496
52,0.02671912695842557
53,0.03270359318715485
54,0.061643299451119536
55,0.07547195547294788
56,0.0472395964672246
57,0.0343815808088134
58,0.03544782898566137
59,0.05847867989344588
60,0.05863214050365089
61,0.0509192367903859
62,0.047154421228607524
63,0.01883955166948759
64,0.0812706436852738
65,0.10274409563860408
66,0.11831756931916358
67,0.09865794029872188
68,0.03440670588700006
69,0.031032422994200563
70,0.01768153146885205
71,0.04752885655712431
72,0.03820494348979081
73,0.038019679550004355
74,0.013311190205707459
75,0.051850351782701386
76,0.048109894730497205
77,0.03855016260637381
78,0.11489853606413508
79,0.06650436661934515
80,0.11002846749795245
81,0.08017716880015029
82,0.11436114092786624
83,0.06837312515997732
84,0.11094998925487397
85,0.08049108685124037
86,0.1219242156759403
87,0.12825297322775658
88,0.06864575918227088
89,0.11971930829344368
90,0.11750715600385225
91,0.1239606576192559
92,0.09266770423720473
93,0.026189080952582634
94,0.038895991086432796
95,0.012690398696572932
96,0.015567258029565307
97,0.035297591674751876
98,0.06708794085298361
99,0.007216496596110974
100,0.038607789675449374
101,0.029558334435894843
102,0.0245670650760342
103,0.03855585920274716
104,0.020723930050795997
105,0.031522412129281224
106,0.06560397357133776
107,0.0888649971265865
108,0.027756276930446026
109,0.01128893152799133
110,0.002875279935716204
111,0.0076630082565859355
112,0.004635857106835658
113,0.06440359652013641
114,0.011856677291753685
115,0.0359034006035215
116,0.017675114107742404
117,0.042771580109795496
118,0.07220157726969263
119,0.020369596639338364
120,0.005676560056254481
121,0.0017186987644233322
122,0.04595458342393693
123,0.002297529709684447
124,0.01446861842933734
125,0.007704678431292539
126,0.07406122014873602
127,0.024417690418785724
128,0.048077194599408644
129,0.009362689779743015
130,0.011255207649987655
131,0.024943789541723244
132,0.0328681239539551
133,0.018162929883888332
134,0.1225821795256122
135,0.014426766145160228
136,0.06678142636595275
137,0.06030638530939188
138,0.014070048477165727
139,0.15538219853382146
140,0.019555230323826115
141,0.026071408388949883
142,0.03948208278431232
143,0.021858081280049898
144,0.012959264383038759
145,0.03436510501469173
146,0.01700332052630603
147,0.026922757536850445
148,0.005509766107071298
149,0.026176535675900916
150,0.023616731942630344
151,0.01224100828950124
152,0.0223819227345633
153,0.03735888363618785
154,0.030492874252294692
155,0.02680247652600612
156,0.06585663491631796
157,0.033677231947565486
158,0.054680963206969684
159,0.034435794389109105
160,0.03339096409014752
161,0.09521992835421143
162,0.12871935600365472
163,0.14136404580208026
164,0.06053231091474445
165,0.004242945652096338
